-22.611, -22.494, 71.604
-21.311, -24.014, 71.578
-19.923, -25.453, 71.545
-18.458, -26.814, 71.537
-16.924, -28.096, 71.534
-15.315, -29.284, 71.539
-13.643, -30.381, 70.506
-11.917, -31.391, 66.808
-10.131, -32.29, 62.891
-8.302, -33.098, 58.715
-6.43, -33.801, 54.218
-4.522, -34.398, 49.312
-2.585, -34.898, 43.86
-0.622, -35.278, 37.627
1.358, -35.559, 30.131
3.35, -35.727, 20
4.919, -35.788, 0
4.919, -35.788, 0
24.904, -36.565, 0
endData
127
75
200
-0.949, -61.555, -6.562, -27.88, 21.246, -35.788, 27.369, -16.909
27.369, -16.909, 34.258, 18.807, 24.18, -3.26, 10.531, 25.696
10.531, 25.696, -20.083, 35.39, -31.819, 4.648, -31.819, 7.327
-31.819, 7.327, -32.329, -21.246, -13.45, -35.533, 4.919, -35.788
#PATH.JERRYIO-DATA {"appVersion":"0.11.0","format":"LemLib v0.5","gc":{"robotWidth":15,"robotHeight":15,"robotIsHolonomic":false,"showRobot":true,"uol":2.54,"pointDensity":2,"controlMagnetDistance":0.7750015500031,"fieldImage":{"displayName":"V5RC 2027 - Override","signature":"V5RC-Override-H2H-TopDownHighlighted-TileColor66_71","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"jSeRY9WcsZ","x":-0.9490467772731063,"y":-61.55537807001434,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"xVZ9KFY7V4","x":-6.561689008458102,"y":-27.87952468290437,"lock":false,"visible":true,"__type":"control"},{"uid":"Al58SP6Qtg","x":21.246402046049376,"y":-35.78824782684687,"lock":false,"visible":true,"__type":"control"},{"uid":"fnLs6lJCEp","x":27.36928448006937,"y":-16.90936032195188,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"5eVkx1NmNm"},{"controls":[{"uid":"fnLs6lJCEp","x":27.36928448006937,"y":-16.90936032195188,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"M2WljRwIWa","x":34.25752721834186,"y":18.80745387649809,"lock":false,"visible":true,"__type":"control"},{"uid":"tOxyKUKcnw","x":24.180283212350616,"y":-3.2604348961156404,"lock":false,"visible":true,"__type":"control"},{"uid":"EXvTNWntX6","x":10.531357786514384,"y":25.695696614770586,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"EnQnPTTTnT"},{"controls":[{"uid":"EXvTNWntX6","x":10.531357786514384,"y":25.695696614770586,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"qnZGZH2uBM","x":-20.08305438358559,"y":35.3902604686356,"lock":false,"visible":true,"__type":"control"},{"uid":"IurpaL8PsX","x":-31.818579048790582,"y":4.64828824782685,"lock":false,"visible":true,"__type":"control"},{"uid":"87jOsil8dc","x":-31.818579048790582,"y":7.327049312710601,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"BOm90gbuXM"},{"controls":[{"uid":"87jOsil8dc","x":-31.818579048790582,"y":7.327049312710601,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"RIzBFgv8Rv","x":-32.32881925162558,"y":-21.246402046049376,"lock":false,"visible":true,"__type":"control"},{"uid":"fWcYpCyk6p","x":-13.449931746730591,"y":-35.53312772542936,"lock":false,"visible":true,"__type":"control"},{"uid":"N7HR09Vf3A","x":4.918715555329389,"y":-35.78824782684686,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"o3SU6gKTkM"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":75},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.175},"maxDecelerationRate":127},"name":"Path","uid":"cdZpjZxctM","lock":false,"visible":true}]}
